segment,per_mean,per_median,per_iqr,per_wmean,ts_percent_mean,ts_percent_median,ts_percent_iqr,ts_percent_wmean,obpm_mean,obpm_median,obpm_iqr,obpm_wmean,dbpm_mean,dbpm_median,dbpm_iqr,dbpm_wmean,usg_percent_mean,usg_percent_median,usg_percent_iqr,usg_percent_wmean
False,14.374270504731863,14.0,5.200000000000001,15.39726933290139,0.538677050473186,0.54,0.05999999999999994,0.5446966075496608,-0.43428627760252364,-0.6,2.8,0.22207569704992441,-0.14881703470031546,-0.2,1.6,-0.0832278528577855,19.60266167192429,19.15,6.400000000000002,20.48980393288158
True,14.602120141342755,14.3,5.9,15.819136813689495,0.5375088339222616,0.54,0.06999999999999995,0.5468327176622039,-0.05964664310954068,-0.2,3.0,0.6763169626337046,0.05579505300353356,0.0,1.6,0.14450553231399074,19.443356890459363,18.95,7.800000000000001,20.40623066099085
