season,abv,conference,division,w,l,games,win_pct,overall_rank,conf_rank,bench_mp,bench_players,bench_per_wmean,bench_per_mean,bench_ts_percent_wmean,bench_ts_percent_mean,bench_obpm_wmean,bench_obpm_mean,bench_dbpm_wmean,bench_dbpm_mean,bench_usg_percent_wmean,bench_usg_percent_mean,bench_a2t_perc_wmean,bench_a2t_perc_mean
2006,LAL,Western,Pacific,45,37,82,0.55,7.0,4.0,279.0,1,11.8,11.8,0.55,0.55,-2.2,-2.2,0.4,0.4,19.4,19.4,0.6,0.6
2006,MIA,Eastern,Southeast,52,30,82,0.63,4.0,2.0,704.0,2,9.209232954545454,9.45,0.4398153409090909,0.435,-2.6715909090909093,-2.8,-0.5642045454545455,-0.5,18.235085227272727,19.15,2.745383522727273,2.625
2006,NJN,Eastern,Atlantic,49,33,82,0.6,5.0,3.0,486.0,1,9.2,9.2,0.48,0.48,-2.9,-2.9,-0.3,-0.3,17.9,17.9,1.9,1.9
2006,NOK,Western,Southwest,38,44,82,0.46,10.0,6.0,1671.0,4,10.83447037701975,10.325,0.49132854578096946,0.4925,-2.5551166965888688,-2.875,-1.3219030520646322,-1.075,19.02262118491921,18.875,0.732064631956912,0.8274999999999999
2006,ORL,Eastern,Southeast,36,46,82,0.44,12.0,6.0,1429.0,4,15.157032890132959,14.15,0.5439748075577326,0.5399999999999999,-0.010426871938418498,-0.425,-0.360111966410077,-0.30000000000000004,19.7777466759972,18.7,1.3675577326801958,1.2075
2006,PHI,Eastern,Atlantic,38,44,82,0.46,10.0,5.0,237.0,1,14.5,14.5,0.54,0.54,-1.4,-1.4,-1.3,-1.3,18.6,18.6,0.6,0.6
2006,PHO,Western,Pacific,54,28,82,0.66,3.0,2.0,1302.0,3,8.327496159754226,7.400000000000001,0.4661136712749616,0.45,-3.932565284178187,-4.566666666666666,-0.7039938556067589,-0.5,18.493701996927804,17.400000000000002,0.795483870967742,0.86
2006,POR,Western,Northwest,21,61,82,0.26,19.0,10.0,851.0,2,8.681198589894242,8.25,0.4684136310223267,0.45999999999999996,-3.8579318448883666,-3.9,-0.7158636897767333,-0.8,12.947591069330201,13.2,0.9343125734430082,1.05
2006,SEA,Western,Northwest,35,47,82,0.43,13.0,7.0,1200.0,3,12.627749999999999,11.066666666666668,0.5580750000000001,0.5633333333333334,-1.3840000000000001,-2.6,-2.126,-2.433333333333333,18.379,16.866666666666667,1.23985,0.9166666666666666
2006,TOR,Eastern,Atlantic,27,55,82,0.33,17.0,8.0,937.0,3,9.871718249733192,10.033333333333333,0.46244397011739596,0.4566666666666667,-3.043649946638207,-2.933333333333333,-0.9860192102454642,-1.0333333333333332,14.95282817502668,15.333333333333334,1.4427961579509072,1.5966666666666667
2006,WAS,Eastern,Southeast,42,40,82,0.51,9.0,4.0,552.0,1,10.4,10.4,0.5,0.5,-0.6,-0.6,-1.0,-1.0,17.6,17.6,2.27,2.27
2007,CHA,Eastern,Southeast,33,49,82,0.4,6.0,4.0,741.0,3,7.118893387314441,7.066666666666666,0.46812415654520917,0.4666666666666666,-4.8090418353576245,-4.833333333333333,0.10661268556005399,0.1333333333333333,17.848582995951418,17.8,0.8406477732793524,0.84
2007,GSW,Western,Pacific,42,40,82,0.51,3.0,2.0,1137.0,4,13.03957783641161,13.35,0.5361301671064205,0.54,-1.497537379067722,-1.45,-0.6766930518909411,-0.65,20.071679859278802,20.6,1.3462620932277924,1.1975
2007,HOU,Western,Southwest,52,30,82,0.63,1.0,1.0,590.0,1,8.9,8.9,0.45,0.45,-5.7,-5.7,1.3,1.3,23.7,23.7,0.55,0.55
2007,IND,Eastern,Central,35,47,82,0.43,5.0,3.0,339.0,1,8.0,8.0,0.5,0.5,-3.6999999999999997,-3.7,-1.4,-1.4,15.5,15.5,2.0,2.0
2007,MEM,Western,Southwest,22,60,82,0.27,10.0,6.0,1675.0,4,10.074268656716416,10.425,0.5090149253731343,0.5175000000000001,-2.743223880597015,-2.675,0.061671641791044764,0.25,16.166985074626865,16.05,1.2946029850746268,1.1475
2007,MIN,Western,Northwest,32,50,82,0.39,8.0,4.0,190.0,1,13.8,13.8,0.49,0.49,-0.8,-0.8,-0.1,-0.1,18.1,18.1,2.67,2.67
2007,ORL,Eastern,Southeast,40,42,82,0.49,4.0,2.0,288.0,1,11.6,11.6,0.57,0.57,1.0,1.0,-0.7,-0.7,16.0,16.0,2.6,2.6
2007,POR,Western,Northwest,32,50,82,0.39,8.0,4.0,801.0,2,9.596878901373284,9.5,0.45681647940074904,0.45499999999999996,-3.303121098626717,-3.4000000000000004,-0.5031210986267165,-0.6,15.622846441947566,15.75,2.0237952559300876,1.87
2007,SAC,Western,Pacific,33,49,82,0.4,6.0,3.0,333.0,1,17.3,17.3,0.57,0.57,-0.8999999999999999,-0.9,-2.1,-2.1,17.6,17.6,0.17,0.17
2007,TOR,Eastern,Atlantic,47,35,82,0.57,2.0,1.0,683.0,1,12.9,12.9,0.52,0.52,-1.8,-1.8,0.09999999999999999,0.1,20.5,20.5,1.78,1.78
2008,BOS,Eastern,Atlantic,66,16,82,0.8,1.0,1.0,508.0,2,10.670866141732281,10.6,0.4394291338582677,0.435,-3.1468503937007872,-3.2,0.48799212598425196,0.55,19.96299212598425,18.9,1.5356102362204724,1.455
2008,CHA,Eastern,Southeast,32,50,82,0.39,17.0,8.0,837.0,3,7.725089605734767,7.866666666666667,0.4692114695340502,0.4666666666666666,-3.453405017921147,-3.1666666666666665,-1.1229390681003582,-1.2,16.42903225806452,16.3,1.1680645161290322,1.05
2008,CHI,Eastern,Central,33,49,82,0.4,16.0,7.0,222.0,1,8.5,8.5,0.4000000000000001,0.4,-4.3,-4.3,0.4000000000000001,0.4,15.800000000000002,15.8,1.43,1.43
2008,CLE,Eastern,Central,45,37,82,0.55,11.0,3.0,1659.0,4,10.295418927064496,9.100000000000001,0.4418866787221218,0.415,-2.9711271850512353,-3.6250000000000004,-0.6518987341772152,-0.675,18.271127185051235,18.849999999999998,1.7009644364074745,1.8175
2008,DAL,Western,Southwest,51,31,82,0.62,9.0,7.0,681.0,3,9.099412628487519,9.1,0.5502790014684288,0.5533333333333333,-3.186784140969163,-3.0,-0.05917767988252572,-0.23333333333333336,14.041997063142437,14.733333333333334,1.6778854625550659,1.83
2008,DEN,Western,Northwest,50,32,82,0.61,10.0,8.0,618.0,2,9.84692556634304,10.0,0.45430420711974107,0.455,-3.0051779935275076,-3.1999999999999997,-0.45436893203883505,-0.35000000000000003,17.131715210355985,17.25,3.1448867313915856,2.8449999999999998
2008,DET,Eastern,Central,59,23,82,0.72,2.0,2.0,1042.0,4,12.681669865642993,12.6,0.4916698656429943,0.495,-1.731957773512476,-1.85,-0.25028790786948185,-0.10000000000000009,20.18953934740883,19.425,1.385767754318618,1.28
2008,HOU,Western,Southwest,55,27,82,0.67,6.0,4.0,498.0,1,14.6,14.6,0.51,0.51,0.1,0.1,0.6,0.6,23.1,23.1,2.18,2.18
2008,IND,Eastern,Central,36,46,82,0.44,14.0,5.0,527.0,1,13.1,13.1,0.5,0.5,-1.7,-1.7,-1.3,-1.3,25.3,25.3,1.52,1.52
2008,LAC,Western,Pacific,23,59,82,0.28,19.0,10.0,996.0,3,11.868172690763053,12.766666666666666,0.49146586345381527,0.5033333333333333,-3.1643574297188755,-2.733333333333333,0.06244979919678719,0.1333333333333334,18.898895582329317,18.73333333333333,1.2029016064257028,1.1199999999999999
2008,LAL,Western,Pacific,57,25,82,0.7,3.0,1.0,1218.0,3,11.862068965517242,11.5,0.5044581280788177,0.48999999999999994,-2.440311986863711,-2.8333333333333335,0.9173234811165843,0.5666666666666667,15.988916256157635,16.5,1.174967159277504,1.1633333333333333
2008,MEM,Western,Southwest,22,60,82,0.27,21.0,11.0,1336.0,3,11.388922155688624,11.300000000000002,0.4940119760479042,0.49,-1.7194610778443116,-2.1,-1.3176646706586828,-1.0333333333333334,18.97365269461078,18.200000000000003,1.6361077844311378,1.5033333333333332
2008,MIA,Eastern,Southeast,15,67,82,0.18,24.0,11.0,1515.0,4,11.322970297029702,11.425,0.5186798679867988,0.515,-4.073465346534654,-4.0,0.7372277227722771,0.85,13.414059405940593,13.725000000000001,0.752983498349835,0.8475
2008,MIL,Eastern,Central,26,56,82,0.32,18.0,9.0,709.0,2,14.483074753173483,13.85,0.4880818053596615,0.48,-0.8593794076163611,-1.25,-1.6748942172073342,-1.85,17.940197461212975,18.25,2.8138222849083214,2.535
2008,MIN,Western,Northwest,22,60,82,0.27,21.0,11.0,615.0,2,7.732845528455286,7.7,0.44417886178861793,0.445,-4.35219512195122,-4.5,-0.2970731707317073,-0.09999999999999998,20.05252032520325,19.1,0.7804552845528455,0.755
2008,NJN,Eastern,Atlantic,34,48,82,0.41,15.0,6.0,1265.0,4,7.464189723320159,7.074999999999999,0.43042687747035574,0.4275,-5.03201581027668,-5.325,-0.6671936758893281,-0.7,12.974466403162056,13.275,0.8916047430830039,0.865
2008,NOH,Western,Southwest,56,26,82,0.68,4.0,2.0,438.0,1,15.1,15.1,0.54,0.54,-1.4,-1.4,1.0,1.0,22.0,22.0,0.67,0.67
2008,NYK,Eastern,Atlantic,23,59,82,0.28,19.0,10.0,181.0,1,4.3,4.3,0.4,0.4,-8.7,-8.7,-2.9,-2.9,19.8,19.8,0.2,0.2
2008,PHI,Eastern,Atlantic,40,42,82,0.49,12.0,4.0,657.0,1,10.5,10.5,0.52,0.52,-1.2,-1.2,0.1,0.1,18.5,18.5,1.18,1.18
2008,PHO,Western,Pacific,55,27,82,0.67,6.0,4.0,752.0,2,11.39308510638298,11.2,0.5635106382978723,0.56,-1.4710106382978725,-1.55,-1.0938829787234043,-1.05,19.15877659574468,19.15,1.5299202127659575,1.5150000000000001
2008,SAC,Western,Pacific,38,44,82,0.46,13.0,9.0,1053.0,3,9.040835707502374,8.566666666666666,0.5104273504273504,0.5,-2.976543209876543,-3.233333333333333,-1.3898385565052231,-1.2666666666666666,14.631054131054132,14.299999999999999,0.9640170940170939,0.91
2008,SAS,Western,Southwest,56,26,82,0.68,4.0,2.0,524.0,1,11.1,11.1,0.46,0.46,-3.4,-3.4,2.3,2.3,14.0,14.0,0.83,0.83
2008,SEA,Western,Northwest,20,62,82,0.24,23.0,13.0,463.0,2,6.621598272138229,7.35,0.40166306695464354,0.415,-5.436069114470842,-4.8,-0.9205183585313176,-0.9,16.80259179265659,16.7,0.5,0.5
2008,UTA,Western,Northwest,54,28,82,0.66,8.0,6.0,279.0,1,7.0,7.0,0.46,0.46,-3.6999999999999997,-3.7,-0.1,-0.1,19.8,19.8,0.7,0.7
2009,BOS,Eastern,Atlantic,62,20,82,0.76,2.0,2.0,870.0,2,6.968275862068966,6.8500000000000005,0.5057931034482758,0.5,-4.423448275862069,-4.45,-0.05172413793103448,-0.10000000000000003,14.364827586206898,14.5,1.5620689655172413,1.585
2009,CHA,Eastern,Southeast,35,47,82,0.43,11.0,5.0,912.0,3,10.096052631578948,10.700000000000001,0.5070723684210526,0.52,-3.367763157894737,-3.5,0.5364035087719298,0.5666666666666665,16.112609649122806,16.533333333333335,1.1217982456140352,0.8966666666666666
2009,CHI,Eastern,Central,41,41,82,0.5,10.0,4.0,1000.0,2,16.796599999999998,15.05,0.5598399999999999,0.55,0.9666,0.45,0.092,-0.39999999999999997,19.3238,19.25,1.6996600000000002,1.525
2009,CLE,Eastern,Central,66,16,82,0.8,1.0,1.0,411.0,1,14.8,14.8,0.53,0.53,-0.9000000000000001,-0.9,0.9000000000000001,0.9,15.8,15.8,1.6,1.6
2009,DAL,Western,Southwest,50,32,82,0.61,5.0,3.0,170.0,1,7.5,7.5,0.34,0.34,-5.1,-5.1,-1.4,-1.4,17.8,17.8,0.33,0.33
2009,HOU,Western,Southwest,53,29,82,0.65,4.0,2.0,930.0,2,13.199569892473118,12.4,0.535763440860215,0.525,-0.7847311827956989,-1.0,1.1651612903225805,0.75,17.638494623655912,17.7,2.4272903225806455,2.395
2009,LAC,Western,Pacific,19,63,82,0.23,18.0,9.0,632.0,2,8.429113924050633,8.399999999999999,0.41075949367088604,0.41,-4.786075949367089,-4.800000000000001,-0.3050632911392405,-0.3,17.110126582278482,17.1,1.4615189873417722,1.4700000000000002
2009,MIA,Eastern,Southeast,43,39,82,0.52,9.0,3.0,373.0,2,8.7,8.7,0.4655495978552278,0.46499999999999997,-4.301072386058981,-4.4,-0.2973190348525467,-0.04999999999999982,19.440750670241286,19.1,1.051018766756032,1.145
2009,MIL,Eastern,Central,34,48,82,0.41,12.0,6.0,485.0,1,12.5,12.5,0.54,0.54,-0.3,-0.3,0.3,0.3,17.2,17.2,1.38,1.38
2009,MIN,Western,Northwest,24,58,82,0.29,16.0,7.0,770.0,3,12.723116883116882,13.033333333333333,0.4826623376623376,0.48333333333333334,-1.800909090909091,-1.7666666666666668,0.014415584415584371,-0.03333333333333336,19.27883116883117,19.433333333333334,1.4966623376623378,1.413333333333333
2009,NJN,Eastern,Atlantic,34,48,82,0.41,12.0,6.0,319.0,1,7.7,7.7,0.4699999999999999,0.47,-4.5,-4.5,0.2,0.2,14.9,14.9,1.0,1.0
2009,NOH,Western,Southwest,49,33,82,0.6,6.0,4.0,219.0,1,10.8,10.8,0.58,0.58,-3.7,-3.7,3.0,3.0,9.9,9.9,2.0,2.0
2009,NYK,Eastern,Atlantic,32,50,82,0.39,15.0,9.0,995.0,3,12.926834170854272,12.800000000000002,0.565497487437186,0.5566666666666666,-0.7746733668341708,-0.8666666666666667,-0.3411055276381909,-0.3666666666666667,17.900402010050254,18.166666666666668,1.341718592964824,1.4733333333333334
2009,OKC,Western,Northwest,23,59,82,0.28,17.0,8.0,1292.0,4,8.84659442724458,8.725,0.4598606811145511,0.4575,-4.5966718266253865,-4.625,0.23490712074303405,0.2,15.458668730650153,15.525,1.2176393188854489,1.2550000000000001
2009,PHO,Western,Pacific,46,36,82,0.56,8.0,6.0,538.0,1,12.5,12.5,0.6,0.6,0.2,0.2,-0.4,-0.4,15.5,15.5,1.24,1.24
2009,SAC,Western,Pacific,17,65,82,0.21,20.0,10.0,692.0,2,14.18208092485549,12.6,0.5139161849710983,0.495,0.286271676300578,-0.3500000000000001,-1.3592485549132947,-1.5999999999999999,22.184682080924855,21.6,2.027615606936416,2.105
2009,SAS,Western,Southwest,54,28,82,0.66,3.0,1.0,683.0,3,13.845973645680818,12.799999999999999,0.48234260614934116,0.47000000000000003,-2.1234260614934115,-2.566666666666667,-0.38565153733528545,1.850371707708594e-17,23.171888726207907,22.0,1.0565153733528552,1.2066666666666668
2009,TOR,Eastern,Atlantic,33,49,82,0.4,14.0,8.0,263.0,1,12.9,12.9,0.42,0.42,-3.8,-3.8,-2.8,-2.8,23.0,23.0,0.33,0.33
2009,UTA,Western,Northwest,48,34,82,0.59,7.0,5.0,255.0,1,7.3,7.3,0.5,0.5,-4.5,-4.5,-1.8,-1.8,19.1,19.1,0.5,0.5
2009,WAS,Eastern,Southeast,19,63,82,0.23,18.0,10.0,539.0,2,9.105751391465677,8.95,0.4897402597402598,0.485,-4.243228200371058,-4.25,-0.39740259740259737,-0.35,12.962523191094618,12.8,1.1891465677179964,1.33
2010,BOS,Eastern,Atlantic,50,32,82,0.61,4.0,2.0,696.0,2,13.087931034482759,13.0,0.5606034482758621,0.565,0.08649425287356324,0.15000000000000002,0.10373563218390804,0.04999999999999999,18.88103448275862,18.5,2.612787356321839,2.625
2010,CHA,Eastern,Southeast,44,38,82,0.54,8.0,3.0,1166.0,2,13.835506003430533,14.05,0.5160548885077187,0.515,-2.774614065180103,-2.75,1.7394511149228131,1.75,18.089365351629503,18.55,0.618867924528302,0.615
2010,CHI,Eastern,Central,41,41,82,0.5,10.0,4.0,2115.0,4,13.824633569739952,12.7,0.5236122931442081,0.53,-1.8552718676122932,-2.6,0.5673758865248227,0.525,19.302978723404255,17.725,1.080534278959811,0.965
2010,CLE,Eastern,Central,61,21,82,0.74,1.0,1.0,236.0,1,10.2,10.2,0.52,0.52,-4.6,-4.6,-1.1,-1.1,17.3,17.3,0.0,0.0
2010,DAL,Western,Southwest,55,27,82,0.67,2.0,1.0,1168.0,4,9.799058219178082,9.625,0.4765068493150684,0.475,-3.0553082191780825,-3.1,-0.620291095890411,-0.625,16.186900684931505,16.075000000000003,1.5606934931506848,1.5675
2010,GSW,Western,Pacific,26,56,82,0.32,17.0,9.0,1188.0,2,14.425420875420876,13.65,0.5968350168350168,0.6,0.24309764309764306,-0.20000000000000007,-1.2873737373737375,-1.05,16.412794612794613,15.4,2.1420370370370367,2.055
2010,HOU,Western,Southwest,42,40,82,0.51,9.0,6.0,704.0,2,13.059090909090907,12.899999999999999,0.518125,0.515,-2.484659090909091,-2.55,-0.7340909090909092,-0.7000000000000001,16.185227272727275,16.1,0.9857954545454546,1.0
2010,IND,Eastern,Central,32,50,82,0.39,13.0,6.0,766.0,2,12.9355091383812,12.1,0.4633159268929504,0.47,-2.599477806788512,-2.8,-0.7339425587467362,-0.5,20.70626631853786,18.3,1.4333289817232377,1.435
2010,LAC,Western,Pacific,29,53,82,0.35,14.0,8.0,1261.0,2,12.418715305313244,12.45,0.5462569389373513,0.54,-0.4208564631245044,-0.4,-1.2604282315622521,-1.25,16.23687549563838,16.8,2.1566375892149092,1.995
2010,NJN,Eastern,Atlantic,12,70,82,0.15,20.0,10.0,1388.0,3,8.222766570605188,7.8999999999999995,0.4530187319884726,0.4566666666666666,-3.955763688760807,-4.8,-0.5089337175792508,-0.1666666666666667,19.30792507204611,18.033333333333335,1.2021253602305475,0.89
2010,NOH,Western,Southwest,37,45,82,0.45,12.0,7.0,828.0,3,11.926207729468599,11.966666666666667,0.49681159420289855,0.4966666666666666,-2.9718599033816426,-3.1,-0.5722222222222223,-0.4000000000000001,18.882729468599035,18.233333333333334,1.4883212560386472,1.4466666666666665
2010,NYK,Eastern,Atlantic,29,53,82,0.35,14.0,7.0,2185.0,5,12.4475057208238,11.96,0.5558627002288329,0.53,-1.5305720823798625,-2.16,-1.3632036613272311,-1.4,18.891945080091535,19.48,1.3536430205949657,1.232
2010,OKC,Western,Northwest,50,32,82,0.61,4.0,3.0,584.0,2,6.945034246575343,6.95,0.46648972602739724,0.46499999999999997,-4.714554794520549,-4.65,0.9304794520547944,1.0,11.55359589041096,11.350000000000001,1.8013698630136987,2.0
2010,PHI,Eastern,Atlantic,27,55,82,0.33,16.0,8.0,233.0,1,15.8,15.8,0.5700000000000001,0.57,1.9,1.9,-1.9,-1.9,20.3,20.3,3.0,3.0
2010,POR,Western,Northwest,50,32,82,0.61,4.0,3.0,502.0,1,23.1,23.1,0.65,0.65,0.9,0.9,2.6,2.6,20.7,20.7,0.47,0.47
2010,SAC,Western,Pacific,25,57,82,0.3,19.0,10.0,888.0,2,11.201576576576576,10.7,0.5359009009009009,0.53,-1.1336711711711713,-1.65,0.37623873873873875,0.44999999999999996,13.02117117117117,11.899999999999999,1.7600563063063064,1.555
2010,SAS,Western,Southwest,50,32,82,0.61,4.0,3.0,395.0,1,6.5,6.5,0.46,0.46,-2.3,-2.3,-0.2,-0.2,13.2,13.2,1.6,1.6
2010,TOR,Eastern,Atlantic,40,42,82,0.49,11.0,5.0,555.0,2,13.114594594594596,13.350000000000001,0.5615495495495495,0.5700000000000001,-2.137117117117117,-1.95,-0.5724324324324325,-0.5,18.343063063063063,18.5,0.7920540540540542,0.8500000000000001
2010,UTA,Western,Northwest,53,29,82,0.65,3.0,2.0,363.0,1,12.3,12.3,0.45,0.45,-1.1,-1.1,-0.4,-0.4,21.7,21.7,2.82,2.82
2010,WAS,Eastern,Southeast,26,56,82,0.32,17.0,9.0,261.0,1,0.3,0.3,0.33,0.33,-8.1,-8.1,-0.8,-0.8,11.4,11.4,0.67,0.67
2011,ATL,Eastern,Southeast,44,38,82,0.54,9.0,3.0,160.0,1,7.6,7.6,0.42000000000000004,0.42,-2.8,-2.8,-2.7,-2.7,28.1,28.1,1.0,1.0
2011,BOS,Eastern,Atlantic,56,26,82,0.68,3.0,1.0,2417.0,6,11.754489035995036,10.916666666666666,0.5372321059164253,0.5216666666666666,-2.2852709971038476,-2.6166666666666667,0.9858916011584608,1.0999999999999999,17.413156805957797,16.599999999999998,0.9317128671907322,1.0266666666666666
2011,CHA,Eastern,Southeast,34,48,82,0.41,15.0,5.0,1176.0,3,13.73767006802721,12.066666666666668,0.5136479591836735,0.48,-1.4446428571428571,-2.5,-0.574404761904762,-0.0666666666666667,17.187585034013605,15.733333333333334,1.2176190476190476,1.1066666666666667
2011,CLE,Eastern,Central,19,63,82,0.23,21.0,9.0,790.0,2,7.931392405063291,7.9,0.4303037974683545,0.43000000000000005,-3.8837974683544303,-3.9,-0.9454430379746835,-0.95,17.302025316455698,17.3,1.668392405063291,1.665
2011,DAL,Western,Southwest,57,25,82,0.7,2.0,2.0,1002.0,2,12.763473053892216,12.75,0.5302994011976048,0.53,-0.8265469061876248,-0.8500000000000001,0.09600798403193614,0.1,22.66007984031936,22.7,1.8044910179640719,1.8
2011,DEN,Western,Northwest,50,32,82,0.61,6.0,4.0,663.0,1,14.700000000000001,14.7,0.52,0.52,0.39999999999999997,0.4,0.6,0.6,18.5,18.5,3.1,3.1
2011,GSW,Western,Pacific,36,46,82,0.44,14.0,10.0,942.0,3,10.742356687898088,10.733333333333334,0.5019851380042463,0.5,-3.5962845010615707,-3.6666666666666665,-1.3,-1.3,18.249575371549895,18.233333333333334,0.5797346072186836,0.5766666666666667
2011,HOU,Western,Southwest,43,39,82,0.52,10.0,7.0,707.0,2,13.558415841584157,13.25,0.5162376237623763,0.51,-0.3851485148514851,-0.6000000000000001,0.595049504950495,0.5499999999999999,17.178217821782177,17.049999999999997,2.527920792079208,2.5300000000000002
2011,LAC,Western,Pacific,32,50,82,0.39,16.0,11.0,278.0,1,8.4,8.4,0.54,0.54,-1.8,-1.8,0.0,0.0,10.7,10.7,1.33,1.33
2011,MEM,Western,Southwest,46,36,82,0.56,7.0,5.0,557.0,1,10.6,10.6,0.53,0.53,-0.3,-0.3,0.2,0.2,10.1,10.1,2.0,2.0
2011,MIN,Western,Northwest,17,65,82,0.21,22.0,13.0,463.0,1,18.5,18.5,0.54,0.54,-0.7,-0.7,-0.3,-0.3,27.1,27.1,0.58,0.58
2011,NJN,Eastern,Atlantic,24,58,82,0.29,17.0,6.0,875.0,3,10.116457142857142,10.766666666666666,0.44827428571428574,0.4466666666666666,-3.462628571428571,-3.1333333333333333,0.5422857142857144,0.3666666666666667,16.0656,16.099999999999998,1.0727314285714287,1.14
2011,NOH,Western,Southwest,46,36,82,0.56,7.0,5.0,602.0,1,15.2,15.2,0.58,0.58,-0.8,-0.8,-1.2,-1.2,20.8,20.8,0.5,0.5
2011,NYK,Eastern,Atlantic,42,40,82,0.51,11.0,4.0,1290.0,4,9.591395348837208,10.424999999999999,0.48291472868217056,0.5075000000000001,-2.2348837209302324,-2.05,0.047674418604651186,-0.125,11.153023255813952,11.8,2.234720930232558,2.3
2011,OKC,Western,Northwest,55,27,82,0.67,4.0,3.0,429.0,1,16.0,16.0,0.58,0.58,-1.3,-1.3,-0.8000000000000002,-0.8,17.0,17.0,0.37,0.37
2011,ORL,Eastern,Southeast,52,30,82,0.63,5.0,2.0,985.0,3,10.505685279187817,10.166666666666666,0.5289441624365482,0.51,-1.7669035532994926,-1.9333333333333336,1.6232487309644672,1.7666666666666666,13.48984771573604,13.433333333333332,1.0748426395939086,1.2833333333333334
2011,PHO,Western,Pacific,40,42,82,0.49,12.0,8.0,765.0,2,14.11137254901961,13.649999999999999,0.503281045751634,0.495,-0.6848366013071895,-1.2999999999999998,-1.4075816993464052,-1.0999999999999999,25.43281045751634,25.35,2.1086143790849676,2.04
2011,SAC,Western,Pacific,24,58,82,0.29,17.0,12.0,406.0,1,12.0,12.0,0.53,0.53,-1.5,-1.5,-2.4,-2.4,22.800000000000004,22.8,0.8,0.8
2011,SAS,Western,Southwest,61,21,82,0.74,1.0,1.0,286.0,1,8.5,8.5,0.53,0.53,-1.1,-1.1,-0.6,-0.6,16.4,16.4,1.4,1.4
2011,TOR,Eastern,Atlantic,22,60,82,0.27,20.0,8.0,265.0,1,12.0,12.0,0.53,0.53,-3.8,-3.8,-0.2,-0.2,21.1,21.1,0.43,0.43
2011,UTA,Western,Northwest,39,43,82,0.48,13.0,9.0,444.0,1,16.8,16.8,0.55,0.55,-1.2,-1.2,-0.4000000000000001,-0.4,19.2,19.2,0.8000000000000002,0.8
2011,WAS,Eastern,Southeast,23,59,82,0.28,19.0,7.0,1435.0,3,11.02815331010453,11.266666666666666,0.5030243902439024,0.5,-1.735679442508711,-1.8666666666666665,-0.9933797909407666,-0.7666666666666666,17.013449477351912,17.033333333333335,1.0912473867595818,1.18
2012,BOS,Eastern,Atlantic,39,27,66,0.59,8.0,3.0,1211.0,3,10.248059454995872,9.533333333333333,0.5388191577208918,0.5499999999999999,-4.056729975227085,-4.5,1.2003303055326175,0.8333333333333334,14.12502064409579,14.233333333333334,0.4166473988439306,0.3833333333333333
2012,CHA,Eastern,Southeast,7,59,66,0.11,26.0,13.0,595.0,2,7.934453781512605,8.05,0.39084033613445374,0.395,-5.146218487394958,-5.1,0.7075630252100841,0.8,10.542857142857143,10.7,1.462436974789916,1.48
2012,CLE,Eastern,Central,21,45,66,0.32,23.0,11.0,2289.0,6,8.578986456968108,8.35,0.4798645696810835,0.48,-3.6694626474442993,-3.766666666666666,-1.436871996505024,-1.3833333333333335,15.616295325469636,15.066666666666668,1.2424945391000435,1.1416666666666666
2012,DEN,Western,Northwest,38,28,66,0.58,9.0,6.0,411.0,1,20.5,20.5,0.59,0.59,0.5,0.5,-0.1,-0.1,21.0,21.0,0.3,0.3
2012,DET,Eastern,Central,25,41,66,0.38,18.0,8.0,357.0,1,7.2,7.2,0.4,0.4,-4.6,-4.6,-0.9,-0.9,17.8,17.8,1.75,1.75
2012,GSW,Western,Pacific,23,43,66,0.35,19.0,11.0,804.0,2,11.293532338308458,11.05,0.5121393034825871,0.49,-1.5472636815920398,-2.3,-1.2213930348258706,-1.0,15.347761194029852,14.75,1.634825870646766,1.44
2012,HOU,Western,Southwest,34,32,66,0.52,14.0,8.0,458.0,1,19.6,19.6,0.49,0.49,1.7,1.7,1.8,1.8,14.6,14.6,3.4,3.4
2012,IND,Eastern,Central,42,24,66,0.64,4.0,2.0,436.0,1,13.400000000000002,13.4,0.5,0.5,-0.7,-0.7,-0.7,-0.7,23.199999999999996,23.2,1.25,1.25
2012,LAC,Western,Pacific,40,26,66,0.61,7.0,5.0,936.0,2,8.158333333333333,7.95,0.4742735042735043,0.47,-2.746581196581196,-2.8,-1.130128205128205,-1.05,16.65747863247863,16.15,0.6956196581196581,0.725
2012,LAL,Western,Pacific,41,25,66,0.62,5.0,3.0,665.0,2,6.762857142857143,6.4,0.4680902255639097,0.47,-3.8618045112781956,-3.9,-0.5,-0.5,12.784210526315789,12.45,1.1782255639097745,1.31
2012,MEM,Western,Southwest,41,25,66,0.62,5.0,3.0,1186.0,3,14.999494097807755,12.799999999999999,0.4891483979763912,0.48333333333333334,-0.4327993254637436,-1.5333333333333332,0.023187183811129847,0.6,20.683220910623945,19.366666666666667,1.2315514333895448,1.26
2012,MIA,Eastern,Southeast,46,20,66,0.7,3.0,1.0,318.0,1,6.699999999999999,6.7,0.43000000000000005,0.43,-4.4,-4.4,-0.7,-0.7,17.1,17.1,1.09,1.09
2012,MIL,Eastern,Central,31,35,66,0.47,15.0,7.0,463.0,1,14.3,14.3,0.49,0.49,-2.1,-2.1,1.4,1.4,14.3,14.3,1.38,1.38
