season,player_id,abv,per,ts_percent,obpm,dbpm,usg_percent,gs,g,ast_per_game,tov_per_game,mp_per_game,w,l,playoffs,a2t_perc,team_win_perc,role,experience
2024,roddyda01,MEM,8.7,0.48,-3.9,-1.0,18.1,13.0,48,1.6,1.1,23.2,27,55,False,1.45,0.33,R,1
2024,rosede01,MEM,13.1,0.54,-1.3,-1.5,22.3,7.0,24,3.3,1.3,16.6,27,55,False,2.54,0.33,B,15
2024,roziete01,CHO,19.2,0.57,3.8,-1.5,27.8,30.0,30,6.6,2.2,35.5,21,61,False,3.0,0.26,S,8
2024,roziete01,MIA,15.1,0.53,0.4,0.3,23.8,30.0,31,4.6,1.3,31.5,46,36,True,3.54,0.56,S,8
2024,ruperra01,POR,5.8,0.45,-5.6,-1.2,13.6,12.0,39,1.6,0.8,16.2,21,61,False,2.0,0.26,R,0
2024,russeda01,LAL,16.0,0.59,1.7,-0.8,23.0,69.0,76,6.3,2.1,32.7,47,35,True,3.0,0.57,S,8
2024,ryanma01,NOP,9.0,0.64,-1.4,-1.3,15.4,1.0,28,0.6,0.7,13.9,49,33,True,0.86,0.6,B,2
2024,sabondo01,SAC,23.2,0.64,4.0,2.4,22.2,82.0,82,8.2,3.3,35.7,46,36,False,2.48,0.56,S,7
2024,saricda01,GSW,15.3,0.6,0.6,0.4,19.5,9.0,64,2.3,1.2,17.2,46,36,False,1.92,0.56,R,7
2024,sassema01,DET,11.8,0.54,-1.5,-1.1,19.9,11.0,71,3.3,1.3,19.0,14,68,False,2.54,0.17,R,0
2024,schrode01,TOR,13.9,0.56,-0.5,-1.3,19.4,33.0,51,6.1,1.6,30.6,25,57,False,3.81,0.3,S,10
2024,schrode01,BRK,12.3,0.54,-0.5,-1.4,21.8,25.0,29,6.0,2.4,32.0,32,50,False,2.5,0.39,S,10
2024,sengual01,HOU,22.0,0.58,3.1,1.7,27.0,63.0,63,5.0,2.6,32.5,41,41,False,1.92,0.5,S,2
2024,sensabr01,UTA,8.6,0.51,-3.3,-2.1,20.3,11.0,32,1.7,1.5,18.3,31,51,False,1.13,0.38,R,0
2024,sextoco01,UTA,19.9,0.61,3.8,-1.9,27.5,51.0,78,4.9,2.1,26.6,31,51,False,2.33,0.38,S,5
2024,shamela01,WAS,10.5,0.56,-2.7,-1.3,18.8,5.0,46,1.2,0.7,15.8,15,67,False,1.71,0.18,R,5
2024,sharpda01,BRK,20.0,0.6,-0.4,0.4,19.7,1.0,61,1.4,1.1,15.1,32,50,False,1.27,0.39,R,2
2024,sharpsh01,POR,11.4,0.52,-1.9,-0.9,22.4,25.0,32,2.9,2.3,33.1,21,61,False,1.26,0.26,S,1
2024,siakapa01,TOR,18.8,0.6,2.2,-0.8,25.3,39.0,39,4.9,2.1,34.7,25,57,False,2.33,0.3,S,7
2024,siakapa01,IND,20.7,0.6,3.0,-0.5,25.2,41.0,41,3.7,1.4,31.8,47,35,True,2.64,0.57,S,7
2024,simmobe01,BRK,16.3,0.57,-0.5,2.9,13.0,12.0,15,5.7,1.8,23.9,32,50,False,3.17,0.39,B,6
2024,simonan01,POR,15.9,0.57,2.7,-2.5,28.0,46.0,46,5.5,2.7,34.4,21,61,False,2.04,0.26,S,5
2024,smartma01,MEM,11.8,0.55,-3.3,0.9,22.9,20.0,20,4.3,3.1,30.3,27,55,False,1.39,0.33,S,9
2024,smithde03,BRK,13.4,0.51,-2.6,1.8,17.7,2.0,56,3.6,1.2,18.9,32,50,False,3.0,0.39,R,6
2024,smithis01,CHO,6.8,0.44,-5.6,-1.2,12.3,5.0,43,3.4,1.1,17.2,21,61,False,3.09,0.26,R,13
2024,smithja04,IND,20.7,0.68,3.2,-0.8,19.4,14.0,61,1.0,0.7,17.2,47,35,True,1.43,0.57,R,3
2024,smithja05,HOU,13.8,0.57,-0.5,0.1,17.6,76.0,76,1.6,1.2,31.9,41,41,False,1.33,0.5,S,1
2024,sochaje01,SAS,11.4,0.51,-2.8,-0.6,18.8,73.0,74,3.4,1.9,29.6,22,60,False,1.79,0.27,S,1
2024,stevela01,MEM,14.7,0.51,-2.0,-0.3,22.5,2.0,19,1.1,0.8,23.0,27,55,False,1.38,0.33,B,3
2024,stewais01,DET,11.3,0.6,-1.6,-0.7,14.5,45.0,46,1.6,1.4,30.9,14,68,False,1.14,0.17,S,3
2024,strusma01,CLE,11.7,0.55,-1.1,0.5,17.4,70.0,70,4.0,1.6,32.0,48,34,True,2.5,0.59,S,4
2024,suggsja01,ORL,14.1,0.6,-0.6,1.6,19.7,75.0,75,2.7,1.8,27.0,47,35,True,1.5,0.57,S,2
2024,tateja01,HOU,9.3,0.54,-3.7,1.5,11.7,9.0,65,1.0,0.6,15.9,41,41,False,1.67,0.5,R,3
2024,tatumja01,BOS,22.3,0.6,4.5,0.6,30.2,74.0,74,4.9,2.5,35.7,64,18,True,1.96,0.78,S,6
2024,templga01,TOR,9.5,0.5,-3.4,-1.2,15.0,2.0,27,1.0,0.5,10.7,25,57,False,2.0,0.3,B,14
2024,theisda01,LAC,14.5,0.6,-1.6,0.1,15.4,3.0,59,1.0,0.7,17.1,51,31,True,1.43,0.62,R,6
2024,thomaca02,BRK,16.1,0.55,0.7,-1.9,30.5,51.0,66,2.9,1.9,31.4,32,50,False,1.53,0.39,S,2
2024,thompam01,HOU,18.2,0.58,-0.1,1.9,18.5,23.0,62,2.6,1.5,22.4,41,41,False,1.73,0.5,R,0
2024,thompau01,DET,12.8,0.52,-2.8,0.6,16.6,38.0,63,1.9,1.3,25.1,14,68,False,1.46,0.17,S,0
2024,thompkl01,GSW,13.9,0.58,1.1,-1.5,24.2,63.0,77,2.3,1.5,29.7,46,36,False,1.53,0.56,S,12
2024,thybuma01,POR,10.4,0.54,-2.8,3.4,10.6,19.0,65,1.4,0.6,22.9,21,61,False,2.33,0.26,R,4
2024,tillmxa01,MEM,11.8,0.44,-3.8,2.1,16.0,13.0,34,1.7,0.9,20.6,27,55,False,1.89,0.33,R,3
2024,tillmxa01,BOS,13.3,0.58,-1.3,1.3,11.8,2.0,20,1.0,0.3,13.7,64,18,True,3.33,0.78,B,3
2024,toppiob01,IND,16.5,0.68,1.8,-0.3,16.8,28.0,82,1.6,0.8,21.1,47,35,True,2.0,0.57,R,3
2024,townska01,MIN,18.8,0.62,1.6,0.9,27.4,62.0,62,3.0,2.9,32.7,56,26,True,1.03,0.68,S,8
2024,trentga02,TOR,12.0,0.55,-1.2,-1.4,20.0,41.0,71,1.7,0.7,28.1,25,57,False,2.43,0.3,S,5
2024,tuckepj01,LAC,6.1,0.5,-3.9,0.3,5.5,7.0,28,0.6,0.2,15.0,51,31,True,3.0,0.62,B,17
2024,turnemy01,IND,19.3,0.63,1.0,-0.1,23.4,77.0,77,1.3,1.4,27.0,47,35,True,0.93,0.57,S,8
2024,umudest01,DET,11.4,0.65,-1.5,-0.1,15.6,2.0,24,0.5,0.6,12.8,14,68,False,0.83,0.17,B,1
2024,vandeja01,LAL,11.6,0.58,-2.9,1.3,11.7,6.0,29,1.2,1.0,20.0,47,35,True,1.2,0.57,B,5
2024,vanvlfr01,HOU,16.7,0.57,2.6,0.8,19.7,73.0,73,8.1,1.7,36.8,41,41,False,4.76,0.5,S,7
2024,vassede01,SAS,15.7,0.58,0.9,-0.9,23.5,62.0,68,4.1,1.6,33.1,22,60,False,2.56,0.27,S,3
2024,vucevni01,CHI,17.7,0.54,0.8,-0.7,23.3,74.0,76,3.3,1.6,34.3,39,43,False,2.06,0.48,S,12
2024,wagnefr01,ORL,17.6,0.57,0.9,0.3,25.7,72.0,72,3.7,1.9,32.5,47,35,True,1.95,0.57,S,2
2024,wagnemo01,ORL,20.6,0.68,1.7,0.3,22.8,1.0,80,1.2,1.2,17.7,47,35,True,1.0,0.57,R,5
2024,walkeja01,POR,13.0,0.55,-2.4,-0.9,16.3,23.0,72,1.0,0.9,23.6,21,61,False,1.11,0.26,R,1
2024,walkelo01,BRK,13.1,0.55,-0.4,-1.0,24.4,0.0,58,1.3,0.9,17.4,32,50,False,1.44,0.39,R,5
2024,wallaca01,OKC,12.0,0.61,-0.9,1.0,12.9,13.0,82,1.5,0.5,20.6,57,25,True,3.0,0.7,R,0
2024,washipj01,CHO,13.0,0.55,-1.7,-1.1,21.2,17.0,44,2.2,1.5,29.2,21,61,False,1.47,0.26,R,4
2024,washipj01,DAL,11.0,0.52,-1.8,0.7,16.3,28.0,29,1.5,1.0,32.2,50,32,True,1.5,0.61,S,4
2024,watanyu01,PHO,5.4,0.5,-4.6,-1.4,13.6,0.0,29,0.3,0.6,13.2,49,33,True,0.5,0.6,B,5
2024,watsope01,DEN,11.8,0.54,-3.0,0.8,16.2,4.0,80,1.1,0.7,18.6,57,25,True,1.57,0.7,R,1
2024,wembavi01,SAS,23.1,0.56,1.9,3.3,32.2,71.0,71,3.9,3.7,29.7,22,60,False,1.05,0.27,S,0
2024,westbru01,LAC,16.2,0.51,-0.2,0.7,25.2,11.0,68,4.5,2.1,22.5,51,31,True,2.14,0.62,R,15
2024,whiteco01,CHI,14.5,0.57,0.7,-1.3,22.7,78.0,79,5.1,2.1,36.5,39,43,False,2.43,0.48,S,4
2024,whitede01,BOS,16.9,0.61,2.4,1.4,18.6,73.0,73,5.2,1.5,32.6,64,18,True,3.47,0.78,S,6
2024,whitmca01,HOU,16.6,0.56,1.0,-0.9,27.1,2.0,47,0.7,1.0,18.7,41,41,False,0.7,0.5,R,0
2024,wiggiaa01,OKC,15.6,0.66,0.4,0.4,16.4,4.0,78,1.1,0.7,15.7,57,25,True,1.57,0.7,R,2
2024,wiggian01,GSW,12.7,0.54,-1.4,-1.2,20.9,59.0,71,1.7,1.2,27.0,46,36,False,1.42,0.56,S,9
2024,willigr01,DAL,8.3,0.56,-2.7,-0.7,13.6,33.0,47,1.7,1.1,26.4,50,32,True,1.55,0.61,S,4
2024,willigr01,CHO,13.9,0.62,-0.8,-0.7,19.0,10.0,29,3.2,1.9,30.6,21,61,False,1.68,0.26,B,4
2024,willija06,OKC,19.1,0.62,2.0,0.3,23.7,71.0,71,4.5,1.7,31.3,57,25,True,2.65,0.7,S,1
2024,willima07,CHO,22.5,0.68,1.6,-0.8,17.1,19.0,19,1.2,0.9,26.7,21,61,False,1.33,0.26,S,1
2024,willipa01,CHI,11.0,0.55,-2.1,-0.1,16.6,30.0,43,1.5,1.3,27.3,39,43,False,1.15,0.48,S,3
2024,willivi01,MEM,12.8,0.6,-1.7,1.0,15.8,33.0,52,3.4,1.8,27.6,27,55,False,1.89,0.33,S,1
2024,willizi01,NOP,22.8,0.61,3.3,0.6,29.7,70.0,70,5.0,2.8,31.5,49,33,True,1.79,0.6,S,4
2024,willizi02,MEM,9.3,0.51,-4.0,-0.4,19.7,15.0,51,1.5,1.3,20.4,27,55,False,1.15,0.33,R,2
2024,wilsoja03,BRK,10.8,0.54,-1.8,-1.1,14.3,3.0,43,1.0,0.4,15.4,32,50,False,2.5,0.39,R,0
2024,wisemja01,DET,14.8,0.64,-2.6,-0.9,16.3,6.0,63,0.9,1.0,17.3,14,68,False,0.9,0.17,R,3
2024,woodch01,LAL,12.3,0.57,-2.6,-0.2,17.6,1.0,50,1.0,1.0,17.4,47,35,True,1.0,0.57,R,8
2024,youngth01,TOR,16.0,0.62,-0.2,0.9,12.6,6.0,23,2.2,0.5,15.2,25,57,False,4.4,0.3,B,16
2024,youngtr01,ATL,20.3,0.58,4.9,-2.3,30.5,54.0,54,10.8,4.4,36.0,36,46,False,2.45,0.44,S,5
2024,zubaciv01,LAC,19.3,0.67,0.8,0.0,16.4,68.0,68,1.4,1.2,26.4,51,31,True,1.17,0.62,S,7
2023,achiupr01,TOR,15.2,0.55,-1.4,-0.8,19.4,12.0,55,0.9,1.1,20.7,41,41,False,0.82,0.5,R,2
2023,adamsst01,MEM,17.5,0.56,-0.3,0.9,14.6,42.0,42,2.3,1.9,27.0,51,31,True,1.21,0.62,S,9
2023,adebaba01,MIA,20.1,0.59,0.8,0.8,25.2,75.0,75,3.2,2.5,34.6,44,38,True,1.28,0.54,S,5
2023,agbajoc01,UTA,9.5,0.56,-1.7,-1.4,15.8,22.0,59,1.1,0.7,20.5,37,45,False,1.57,0.45,R,0
2023,aldamsa01,MEM,13.9,0.59,-0.3,0.8,16.0,20.0,77,1.3,0.8,21.8,51,31,True,1.62,0.62,R,1
2023,alexani01,MIN,9.6,0.5,-2.5,-0.5,17.3,0.0,23,1.4,0.4,15.5,42,40,True,3.5,0.51,B,3
2023,allengr01,MIL,12.3,0.61,-0.6,0.7,14.6,70.0,72,2.3,1.0,27.4,58,24,True,2.3,0.71,S,4
2023,allenja01,CLE,19.9,0.67,1.3,1.0,16.4,68.0,68,1.7,1.4,32.6,51,31,True,1.21,0.62,S,5
2023,alvarjo01,NOP,11.8,0.52,-2.0,0.7,19.8,10.0,61,3.0,1.3,21.5,42,40,False,2.31,0.51,R,1
2023,anderky01,MIN,14.8,0.58,0.2,2.3,14.4,46.0,69,4.9,1.5,28.4,42,40,True,3.27,0.51,S,8
2023,antetgi01,MIL,29.0,0.6,5.8,2.7,38.8,63.0,63,5.7,3.9,32.1,58,24,True,1.46,0.71,S,9
2023,anthoco01,ORL,16.0,0.57,0.7,0.5,21.5,4.0,60,3.9,1.5,25.9,34,48,False,2.6,0.41,R,2
2023,anunoog01,TOR,14.6,0.59,-0.3,0.7,19.5,67.0,67,2.0,2.0,35.6,41,41,False,1.0,0.5,S,5
2023,avdijde01,WAS,11.2,0.54,-2.8,0.5,16.7,40.0,76,2.8,1.6,26.6,35,47,False,1.75,0.43,S,2
2023,aytonde01,PHO,19.9,0.62,0.9,0.0,22.9,67.0,67,1.7,1.8,30.4,45,37,True,0.94,0.55,S,4
2023,ballla01,CHO,17.9,0.54,3.2,-0.8,30.0,36.0,36,8.4,3.6,35.2,27,55,False,2.33,0.33,S,2
2023,bambamo01,ORL,16.3,0.61,0.4,0.9,16.3,6.0,40,1.1,0.6,17.0,34,48,False,1.83,0.41,R,4
2023,banchpa01,ORL,14.9,0.53,-0.7,-0.7,27.5,72.0,72,3.7,2.8,33.8,34,48,False,1.32,0.41,S,0
2023,banede01,MEM,19.1,0.61,3.3,0.1,26.1,58.0,58,4.4,2.2,31.7,51,31,True,2.0,0.62,S,2
2023,barlodo01,SAS,12.4,0.57,-3.7,-0.9,11.3,0.0,28,0.9,0.5,14.6,22,60,False,1.8,0.27,B,0
2023,barneha02,SAC,14.1,0.63,0.5,-1.5,17.1,82.0,82,1.6,1.0,32.5,48,34,True,1.6,0.59,S,10
2023,barnesc01,TOR,15.5,0.52,0.5,-0.1,20.3,76.0,77,4.8,2.0,34.8,41,41,False,2.4,0.5,S,1
2023,barrerj01,NYK,12.9,0.53,-1.2,-1.9,26.2,73.0,73,2.8,2.2,33.9,47,35,True,1.27,0.57,S,3
2023,bartowi01,WAS,10.0,0.5,-1.7,-0.9,19.4,0.0,40,2.4,1.1,19.6,35,47,False,2.18,0.43,R,10
2023,bartowi01,TOR,9.9,0.45,-2.9,0.5,16.7,2.0,16,1.1,0.2,13.2,41,41,False,5.5,0.5,B,10
2023,batumni01,LAC,11.0,0.59,-0.8,1.2,11.5,19.0,78,1.6,0.6,21.9,44,38,True,2.67,0.54,R,14
2023,bazleda01,OKC,12.9,0.52,-1.8,0.8,15.7,1.0,36,0.9,0.6,15.4,40,42,False,1.5,0.49,R,3
2023,bealbr01,WAS,19.7,0.59,2.9,-1.2,29.2,50.0,50,5.4,2.9,33.5,35,47,False,1.86,0.43,S,10
2023,beaslma01,UTA,11.5,0.54,-0.4,-1.2,21.2,13.0,55,1.7,1.1,26.8,37,45,False,1.55,0.45,R,6
2023,beaslma01,LAL,9.7,0.52,-2.3,-0.6,20.9,14.0,26,1.2,1.2,23.9,43,39,True,1.0,0.52,B,6
2023,beverpa01,LAL,8.3,0.55,-3.2,1.4,10.6,45.0,45,2.6,0.9,26.9,43,39,True,2.89,0.52,S,10
2023,beverpa01,CHI,10.1,0.51,-2.4,2.2,10.5,22.0,22,3.5,0.8,27.5,40,42,False,4.38,0.49,S,10
2023,beysa01,DET,14.3,0.55,0.5,-1.1,21.3,30.0,52,1.6,1.0,28.8,17,65,False,1.6,0.21,S,2
2023,beysa01,ATL,15.2,0.6,1.7,-1.2,17.4,7.0,25,1.4,0.7,25.2,41,41,True,2.0,0.5,B,2
2023,bitadgo01,ORL,19.7,0.61,0.4,1.0,15.3,1.0,17,1.2,0.6,15.0,34,48,False,2.0,0.41,B,3
2023,bogdabo01,ATL,14.2,0.59,1.1,-0.7,19.8,9.0,54,2.8,1.2,27.9,41,41,True,2.33,0.5,R,5
2023,bogdabo02,DET,17.4,0.63,2.6,-1.8,25.9,59.0,59,2.6,2.3,32.1,17,65,False,1.13,0.21,S,8
2023,bolbo01,ORL,14.4,0.6,-1.8,0.9,18.2,33.0,70,1.0,1.6,21.5,34,48,False,0.62,0.41,R,3
2023,bookede01,PHO,22.0,0.6,4.5,-0.3,31.8,53.0,53,5.5,2.7,34.6,45,37,True,2.04,0.55,S,7
2023,bostobr01,LAC,13.4,0.52,-1.5,-0.7,26.5,1.0,22,0.9,0.5,11.3,44,38,True,1.8,0.54,B,1
2023,bouchch01,TOR,18.0,0.59,0.7,-0.8,18.0,0.0,76,0.4,0.5,20.0,41,41,False,0.8,0.5,R,5
2023,bouknja01,CHO,6.2,0.46,-5.4,-1.1,19.5,0.0,34,1.2,0.9,15.1,27,55,False,1.33,0.33,R,1
2023,branhma01,SAS,9.5,0.52,-3.0,-2.1,19.1,32.0,66,1.9,1.2,23.5,22,60,False,1.58,0.27,R,0
2023,braunch01,DEN,10.3,0.57,-2.5,0.1,13.0,6.0,76,0.8,0.5,15.5,53,29,True,1.6,0.65,R,0
2023,bridgmi01,PHO,14.8,0.57,0.4,0.6,19.2,56.0,56,3.6,1.4,36.4,45,37,True,2.57,0.55,S,4
2023,bridgmi01,BRK,21.3,0.61,4.0,-0.8,30.3,27.0,27,2.7,1.8,34.2,45,37,True,1.5,0.55,S,4
2023,brissos01,IND,10.6,0.52,-2.0,-1.2,16.1,2.0,65,0.7,0.5,16.7,35,47,False,1.4,0.43,R,3
2023,brogdma01,BOS,18.2,0.62,2.3,0.6,22.8,0.0,67,3.7,1.5,26.0,57,25,True,2.47,0.7,R,6
2023,brookdi01,MEM,9.4,0.49,-3.4,-0.5,21.8,73.0,73,2.6,1.4,30.3,51,31,True,1.86,0.62,S,5
2023,brownbr01,DEN,13.3,0.57,-1.1,0.6,17.8,31.0,80,3.4,1.5,28.5,53,29,True,2.27,0.65,R,4
2023,brownja02,BOS,19.1,0.58,1.5,-0.2,31.4,67.0,67,3.5,2.9,35.9,57,25,True,1.21,0.7,S,6
2023,browntr01,LAL,9.6,0.56,-1.8,0.8,12.1,45.0,76,1.3,0.6,24.5,43,39,True,2.17,0.52,S,4
2023,brunsja01,NYK,21.2,0.6,4.4,-0.5,27.2,68.0,68,6.2,2.1,35.0,47,35,True,2.95,0.57,S,4
2023,bryanth01,DEN,11.8,0.55,-4.4,-2.2,18.2,1.0,18,0.1,0.6,11.4,53,29,True,0.17,0.65,B,5
2023,bullore01,DAL,7.7,0.58,-2.3,-0.3,10.0,55.0,78,1.4,0.5,30.3,38,44,False,2.8,0.46,S,9
2023,burksal01,DET,16.5,0.6,1.8,-0.5,22.8,8.0,51,2.2,1.1,22.0,17,65,False,2.0,0.21,R,11
2023,butleji01,MIA,27.6,0.65,6.7,2.0,25.6,64.0,64,5.3,1.6,33.4,44,38,True,3.31,0.54,S,11
2023,butlejo01,POR,5.7,0.41,-5.4,-0.8,11.0,1.0,19,0.6,0.1,11.6,33,49,False,6.0,0.4,B,0
2023,cainja01,MIA,16.5,0.65,-0.5,1.3,15.1,0.0,18,0.7,0.3,13.3,44,38,True,2.33,0.54,B,0
2023,caldwke01,DEN,11.5,0.6,-1.6,0.6,14.1,76.0,76,2.4,1.1,31.3,53,29,True,2.18,0.65,S,9
2023,capelca01,ATL,22.1,0.66,2.3,-0.1,15.7,63.0,65,0.9,0.8,26.6,41,41,True,1.12,0.5,S,8
2023,carteje01,MIL,10.9,0.56,-1.9,1.2,15.3,39.0,81,2.4,1.0,22.3,58,24,True,2.4,0.71,R,4
2023,cartewe01,ORL,17.3,0.62,0.9,0.1,20.5,54.0,57,2.3,1.9,29.6,34,48,False,1.21,0.41,S,4
2023,champju02,SAS,13.8,0.61,-0.3,-2.7,19.3,3.0,15,0.7,0.7,20.9,22,60,False,1.0,0.27,B,0
2023,clarkbr01,MEM,20.0,0.68,0.8,1.8,17.7,8.0,56,1.3,1.0,19.5,51,31,True,1.3,0.62,R,3
2023,clarkjo01,UTA,14.7,0.56,1.0,-2.4,27.8,61.0,61,4.4,3.0,32.6,37,45,False,1.47,0.45,S,8
2023,claxtni01,BRK,20.8,0.69,0.9,2.2,15.4,76.0,76,1.9,1.3,29.9,45,37,True,1.46,0.55,S,3
2023,collijo01,ATL,13.6,0.59,-1.4,0.2,17.1,71.0,71,1.2,1.1,30.0,41,41,True,1.09,0.5,S,5
2023,colliza01,SAS,16.4,0.6,-0.5,0.3,21.2,26.0,63,2.9,2.0,22.9,22,60,False,1.45,0.27,R,5
2023,conlemi01,UTA,13.9,0.55,0.7,-0.5,16.1,42.0,43,7.7,1.7,29.7,37,45,False,4.53,0.45,S,15
2023,conlemi01,MIN,16.1,0.63,1.5,0.6,16.8,24.0,24,5.0,1.2,31.4,42,40,True,4.17,0.51,S,15
2023,covinro01,LAC,14.2,0.58,-0.5,2.1,15.6,0.0,48,1.2,0.7,16.2,44,38,True,1.71,0.54,R,9
2023,craigto01,PHO,11.6,0.57,-1.3,0.7,13.0,60.0,79,1.5,0.9,24.7,45,37,True,1.67,0.55,S,5
2023,crowdja01,MIL,14.6,0.62,0.1,1.1,13.2,3.0,18,1.5,0.4,18.9,58,24,True,3.75,0.71,B,10
2023,cunnica01,DET,14.0,0.49,-0.1,-0.6,30.0,12.0,12,6.0,3.3,33.3,17,65,False,1.82,0.21,S,1
2023,curryse01,BRK,12.3,0.59,-1.2,-0.9,19.2,7.0,61,1.6,0.8,19.9,45,37,True,2.0,0.55,R,9
2023,curryst01,GSW,24.1,0.66,7.5,0.1,31.0,56.0,56,6.3,3.2,34.7,44,38,True,1.97,0.54,S,13
2023,daniedy01,NOP,8.8,0.5,-3.4,1.6,11.6,11.0,59,2.3,1.0,17.7,42,40,False,2.3,0.51,R,0
2023,davisan02,LAL,27.8,0.63,4.6,1.7,28.4,54.0,56,2.6,2.2,34.0,43,39,True,1.18,0.52,S,10
2023,davisjo06,WAS,7.2,0.45,-5.8,-1.7,20.5,5.0,28,1.0,0.6,15.1,35,47,False,1.67,0.43,B,0
2023,derozde01,CHI,20.6,0.59,1.7,0.3,27.8,74.0,74,5.1,2.1,36.2,40,42,False,2.43,0.49,S,13
2023,diallha01,DET,15.7,0.59,-1.8,0.4,21.8,0.0,56,1.0,1.3,17.8,17,65,False,0.77,0.21,R,4
2023,dinwisp01,DAL,16.1,0.6,2.0,-1.2,21.9,53.0,53,5.3,1.7,34.1,38,44,False,3.12,0.46,S,8
2023,dinwisp01,BRK,15.8,0.52,0.7,-0.5,22.5,26.0,26,9.1,2.1,35.3,45,37,True,4.33,0.55,S,8
2023,divindo01,GSW,12.8,0.59,-0.6,1.3,15.1,36.0,72,3.5,1.6,26.3,44,38,True,2.19,0.54,S,4
2023,doncilu01,DAL,28.7,0.61,7.6,1.4,37.6,66.0,66,8.0,3.6,36.2,38,44,False,2.22,0.46,S,4
2023,dortlu01,OKC,11.3,0.51,-2.0,-1.0,19.8,73.0,74,2.1,1.2,30.7,40,42,False,1.75,0.49,S,3
2023,dosunay01,CHI,10.2,0.57,-3.0,0.6,14.9,51.0,80,2.6,1.2,26.2,40,42,False,2.17,0.49,S,1
2023,dowtije01,TOR,9.9,0.5,-2.8,0.9,10.9,0.0,25,1.2,0.2,10.4,41,41,False,6.0,0.5,B,1
2023,dragigo01,CHI,10.2,0.51,-2.1,-1.6,21.0,0.0,51,2.7,1.1,15.4,40,42,False,2.45,0.49,R,14
2023,duartch01,IND,8.6,0.5,-2.9,-1.6,19.0,12.0,46,1.4,0.9,19.5,35,47,False,1.56,0.43,R,1
2023,dunnkr01,UTA,19.1,0.61,0.7,1.7,20.2,3.0,22,5.6,1.6,25.8,37,45,False,3.5,0.45,B,6
2023,duranke01,BRK,26.2,0.67,5.8,1.2,31.5,39.0,39,5.3,3.5,36.0,45,37,True,1.51,0.55,S,15
2023,duranke01,PHO,24.3,0.7,7.1,0.9,26.8,8.0,8,3.5,2.5,33.6,45,37,True,1.4,0.55,S,15
2023,durenja01,DET,17.3,0.66,-0.4,-0.4,14.3,31.0,67,1.1,1.4,24.9,17,65,False,0.79,0.21,R,0
2023,easonta01,HOU,15.2,0.52,-1.3,-0.4,19.3,5.0,82,1.1,1.2,21.5,22,60,False,0.92,0.27,R,0
2023,edwaran01,MIN,17.4,0.56,1.0,0.0,29.9,79.0,79,4.4,3.3,36.0,42,40,True,1.33,0.51,S,2
2023,edwarke02,SAC,10.0,0.57,-2.3,-0.1,11.7,3.0,22,1.0,0.4,13.9,48,34,True,2.5,0.59,B,1
2023,embiijo01,PHI,31.4,0.66,6.8,2.3,37.0,66.0,66,4.2,3.4,34.6,54,28,True,1.24,0.66,S,6
2023,eubandr01,POR,16.2,0.67,-0.9,0.9,12.5,28.0,78,1.3,0.9,20.3,33,49,False,1.44,0.4,R,4
2023,finnedo01,DAL,10.0,0.56,-0.9,-0.2,12.8,40.0,40,1.5,0.9,32.2,38,44,False,1.67,0.46,S,6
2023,finnedo01,BRK,7.7,0.47,-3.3,-0.4,13.9,26.0,26,1.6,1.0,27.7,45,37,True,1.6,0.55,S,6
2023,forbebr01,MIN,6.2,0.5,-4.8,-1.5,16.2,0.0,25,0.7,0.5,10.7,42,40,True,1.4,0.51,B,6
2023,forretr01,ATL,6.1,0.42,-5.3,0.2,11.6,3.0,23,1.7,0.7,12.0,41,41,True,2.43,0.5,B,2
2023,fournev01,NYK,6.9,0.47,-4.0,0.0,18.4,7.0,27,1.3,0.8,17.0,47,35,True,1.62,0.57,B,10
2023,foxde01,SAC,21.8,0.6,3.4,-0.9,30.1,73.0,73,6.1,2.5,33.4,48,34,True,2.44,0.59,S,5
2023,fultzma01,ORL,16.6,0.56,-0.1,0.7,21.3,60.0,60,5.7,2.3,29.6,34,48,False,2.48,0.41,S,5
2023,gabriwe01,LAL,14.4,0.63,-2.3,0.1,14.1,2.0,68,0.5,0.7,15.1,43,39,True,0.71,0.52,R,3
2023,garlada01,CLE,18.8,0.59,3.2,-0.7,26.9,69.0,69,7.8,2.9,35.5,51,31,True,2.69,0.62,S,3
2023,georgpa01,LAC,19.6,0.59,2.4,0.3,29.5,56.0,56,5.1,3.1,34.6,44,38,True,1.65,0.54,S,12
2023,giddejo01,OKC,17.1,0.53,1.5,-0.3,24.6,76.0,76,6.2,2.8,31.1,40,42,False,2.21,0.49,S,1
2023,gilgesh01,OKC,27.2,0.63,5.7,1.5,32.8,68.0,68,5.5,2.8,35.5,40,42,False,1.96,0.49,S,4
2023,goberru01,MIN,18.9,0.68,0.0,0.7,16.3,70.0,70,1.2,1.7,30.7,42,40,True,0.71,0.51,S,9
2023,goodwjo01,WAS,14.8,0.53,-0.7,1.4,17.3,7.0,62,2.7,0.9,17.8,35,47,False,3.0,0.43,R,1
2023,gordoaa01,DEN,19.5,0.62,2.4,-0.3,21.1,68.0,68,3.0,1.4,30.2,53,29,True,2.14,0.65,S,8
2023,gordoer01,HOU,11.4,0.57,-0.9,-1.7,18.1,47.0,47,2.9,1.8,30.2,22,60,False,1.61,0.27,S,14
